No.,Word,Valence_Mean,Valence_SD,Arousal_Mean,Arousal_SD,Frequency
4881,狂乱,3.5,1.061,6.5,2.291,4
4884,愤愤不平,4,0.5,6.5,1.696,7
4940,暴戾,2.2,0.837,6.5,2.345,10
4951,扯碎,2.9,1.14,6.5,2.345,0
5185,趁火打劫,2.5,0.866,6.5,2.179,5
5210,恼火,3.1,0.742,6.5,1.414,7
5255,勒死,1.7,0.447,6.5,1.5,0
5287,猛推,4.6,0.548,6.5,1.581,0
5329,含恨,2.2,0.57,6.5,1.658,0
5360,丧亲,1.9,1.245,6.5,1.871,0
5482,晶莹剔透,7.8,0.908,6.5,1.225,19
11,不服,3.4,0.49,6.6,0.49,42
34,哇,6,0.894,6.6,0.49,174
63,打,3.2,0.748,6.6,0.8,1448
65,成功,8.2,0.748,6.6,0.49,0
75,讨厌,2.6,0.49,6.6,0.49,148
93,担心,3.4,0.49,6.6,0.8,609
151,抱怨,2.8,0.4,6.6,0.49,190
152,拒绝,3,0.632,6.6,1.02,329
155,争吵,3.4,0.49,6.6,1.02,43
156,争论,3.8,0.748,6.6,0.8,31
167,情人,6.8,0.98,6.6,0.49,79
185,嘲笑,2.6,0.8,6.6,0.49,28
203,钟爱,7,0.632,6.6,1.497,18
217,赞扬,7.6,0.49,6.6,1.855,19
260,反抗,3.6,0.8,6.6,0.8,100
273,心神不定,3.2,0.4,6.6,0.8,0
295,可笑,3,0.632,6.6,0.8,39
316,打倒,3.4,0.49,6.6,1.02,33
318,打情骂俏,4.6,0.49,6.6,0.8,0
347,危,3.2,0.98,6.6,1.02,27
348,吃醋,3.6,0.49,6.6,0.8,0
357,好棒,7.2,1.166,6.6,1.356,25
386,死期,2.8,1.166,6.6,1.625,0
393,自大,3,0.632,6.6,1.497,31
471,决心,6.4,0.49,6.6,1.02,148
489,邪恶,2.4,0.8,6.6,1.356,29
496,刺痛,2.8,0.98,6.6,1.497,9
499,刻薄,2.8,0.748,6.6,1.02,10
543,性骚扰,2.6,0.49,6.6,1.497,27
551,抵制,3.2,0.748,6.6,0.8,45
566,易怒,3.2,0.98,6.6,1.02,0
582,玩乐,6.2,1.327,6.6,0.49,26
593,侵占,2.6,0.49,6.6,1.855,26
613,勇敢,7.4,0.8,6.6,0.49,111
621,哀痛,2.4,0.49,6.6,1.356,4
655,拯救,6.4,0.8,6.6,1.02,47
698,苛求,3,0.632,6.6,1.02,13
703,英勇,7,0.632,6.6,0.8,34
724,剥夺,3,0.894,6.6,1.02,39
725,哭泣,2.8,0.748,6.6,0.8,38
798,纷争,3,0.632,6.6,1.02,53
839,高兴,7,0.632,6.6,1.02,668
841,伟大,7.2,0.748,6.6,1.356,259
852,动听,7,0.632,6.6,1.2,22
873,得意洋洋,4.6,0.8,6.6,1.02,7
966,贪婪,2.8,0.748,6.6,1.497,33
1002,喜庆,7.4,0.49,6.6,1.2,9
1005,丧生,1.8,0.748,6.6,1.356,20
1045,恶言,2.6,0.49,6.6,0.49,6
1050,恶臭,2.8,0.748,6.6,1.2,21
1055,恼,3.2,0.748,6.6,0.8,4
1120,诉苦,3.2,0.98,6.6,0.8,25
1126,开心,7.2,0.748,6.6,1.02,152
1143,伤害,2.8,0.4,6.6,1.02,265
1148,伤痛,3,0.632,6.6,1.02,31
1190,极乐,6.8,1.166,6.6,0.8,0
1191,毁掉,2.8,0.4,6.6,1.02,14
1193,毁弃,2.8,0.4,6.6,1.625,9
1254,违法,2.4,1.02,6.6,1.2,138
1262,厌世,2.2,0.4,6.6,1.855,8
1367,敌视,3,0.632,6.6,0.49,7
1395,热闹,6.4,1.02,6.6,0.49,275
1413,蔑视,2.6,0.8,6.6,1.2,14
1461,积极,6.6,1.02,6.6,0.8,919
1492,优秀,7.6,0.49,6.6,1.356,237
1508,击,4.8,0.4,6.6,1.497,35
1526,艰困,3.2,0.748,6.6,0.8,18
1528,艰苦,3,0.632,6.6,0.49,69
1581,竞争,5,1.095,6.6,1.356,631
1588,骚动,4,0.632,6.6,1.02,45
1592,牺牲,3.6,0.8,6.6,0.49,257
1595,缠绵,6.8,0.748,6.6,1.02,12
1601,欢心,7.2,0.748,6.6,0.49,13
1613,搅乱,3,0.894,6.6,1.02,8
2428,袭击,2.6,0.8,6.6,0.8,32
2454,愤怒,2.6,0.49,6.6,1.02,112
2565,抢夺,3,0.63,6.6,1.02,21
2628,严惩,2.8,0.75,6.6,1.02,8
2632,恫吓,3,0,6.6,1.02,7
2658,轰动,4.8,0.98,6.6,1.36,37
2699,痛心,2.8,0.4,6.6,1.02,48
2773,炸毁,3,0.63,6.6,1.02,12
2978,奋不顾身,6.3,0.98,6.6,1.855,0
3080,解雇,2.4,1.02,6.6,1.02,12
3089,灭绝,2.2,0.748,6.6,1.241,22
3141,责怪,3.5,0.447,6.6,0.8,41
3176,至高,7,1.049,6.6,1.2,0
3211,引以为荣,7.2,0.748,6.6,1.319,0
3226,夸耀,5.6,1.594,6.6,0.97,17
3237,热热闹闹,6.6,0.86,6.6,0.374,10
3537,一往情深,6.7,0.51,6.6,0.86,0
3629,恶名昭彰,1.2,0.447,6.6,1.14,5
3648,脱颖而出,7.3,0.837,6.6,1.636,43
3685,鼓噪,3.6,0.548,6.6,1.673,0
3708,惨不忍睹,1.8,0.908,6.6,1.14,16
3747,吓人,2.3,0.908,6.6,1.387,24
3772,闻之色变,3,1,6.6,1.14,0
3810,醒目,6.3,0.447,6.6,1.194,30
3851,体无完肤,2,1.225,6.6,1.673,0
3983,欢度,7.5,0.866,6.6,1.084,12
4079,浮夸,4,0.707,6.6,1.14,7
4086,神奇,6.2,1.037,6.6,1.387,100
4306,手痒,4.2,1.525,6.6,0.962,4
4341,回天乏术,1.6,0.822,6.6,0.822,6
4467,埋怨,2.8,0.4,6.6,0.49,42
4502,出气,3.5,0.707,6.6,0.548,9
4570,互撞,3.6,1.14,6.6,1.14,0
4676,亏空,1.8,1.304,6.6,1.517,10
4715,鬼子,1.9,1.245,6.6,1.817,6
4857,闹翻,3.1,1.194,6.6,1.981,7
4902,胡闹,3.5,0.935,6.6,1.14,15
4913,愤恨,3.1,1.245,6.6,1.294,6
4921,动怒,3.3,0.975,6.6,0.822,0
4949,嗜杀,1.9,1.025,6.6,2.51,0
4993,滥挖,2.6,1.14,6.6,2.074,0
4994,滥砍,2.6,1.14,6.6,2.074,0
5111,扭打,2.8,0.908,6.6,2.302,6
5485,呛鼻,2.5,1.061,6.6,1.342,0
3124,霸占,3.1,1.114,6.7,0.748,8
3151,耻辱,3.2,0.748,6.7,0.872,14
3203,勇猛,7,0.837,6.7,0.4,9
3209,情深,6.7,0.748,6.7,1.4,0
3245,兴冲冲,6.5,1,6.7,0.748,14
3491,甜甜蜜蜜,7.1,0.374,6.7,0.6,0
3611,肿起来,3.3,0.975,6.7,1.304,4
3735,卖力,6.3,0.975,6.7,1.304,36
3884,超越,6.5,0.707,6.7,0.671,297
3895,丰收,7.2,1.151,6.7,1.204,50
3930,变臭,2.1,0.894,6.7,1.565,0
4040,走投无路,1.2,0.447,6.7,1.396,13
4245,划算 ,7.3,0.274,6.7,1.204,31
4282,前所未有 ,6.4,1.194,6.7,0.975,52
4283,前所未见 ,6.4,1.194,6.7,0.975,10
4295,不合,3,0.707,6.7,0.908,36
4493,耍脾气,3.8,0.837,6.7,1.095,0
4847,草菅人命,2.6,0.962,6.7,1.681,0
5242,狂野,5.6,1.342,6.7,1.396,10
5273,善罢干休,4,0.791,6.7,0.447,0
35,哎呀,4.8,0.4,6.8,0.4,103
42,无理,2.6,1.02,6.8,1.166,22
47,过分,2.8,0.748,6.8,0.4,49
128,烂货,2.2,0.748,6.8,1.72,0
144,忌妒,3,0.632,6.8,0.98,8
163,指责,3.4,0.49,6.8,0.4,126
176,爱人,7.2,0.4,6.8,1.166,34
177,爱恋,7.6,0.8,6.8,0.4,11
196,调情,5.4,1.356,6.8,0.748,6
218,赞誉,7.6,0.49,6.8,1.72,11
226,下定决心,6.2,0.748,6.8,1.6,30
229,大笑,6.4,1.02,6.8,0.4,97
236,不贞,2.8,0.98,6.8,1.327,0
274,心神不宁,3.2,0.4,6.8,0.748,10
280,心酸,2.8,0.748,6.8,1.47,16
293,可怕,3.4,0.49,6.8,0.4,201
320,打击,4.2,0.748,6.8,1.327,137
323,末日,1.8,0.748,6.8,2.227,12
327,生气勃勃,7,0,6.8,1.6,4
336,丢人现眼,2.4,0.8,6.8,0.98,0
381,死亡,2.2,0.748,6.8,1.47,397
406,至高无上,7.6,1.2,6.8,1.47,12
436,壮观,7,0.632,6.8,1.327,96
455,忐忑,3.8,0.748,6.8,0.748,5
460,批判,2.6,0.49,6.8,0.4,127
508,受罪,2.8,0.4,6.8,0.4,8
558,放纵,2.8,0.748,6.8,1.166,34
575,歧视,2.8,0.4,6.8,0.748,137
596,侵扰,3,0,6.8,0.4,11
604,保护,6.8,0.98,6.8,0.4,893
612,勇气,7.6,0.8,6.8,0.98,223
660,挑战,6.2,0.748,6.8,0.4,300
661,挑衅,3.2,0.4,6.8,0.4,22
727,哭诉,2.8,0.748,6.8,0.4,12
738,差劲,3.4,0.8,6.8,0.748,13
742,恐怖,3,0.632,6.8,0.4,127
745,恐惧,2.6,0.8,6.8,0.748,149
756,挫败,3,0.632,6.8,1.166,23
788,破坏,2.8,0.748,6.8,0.98,517
803,缺德,2.8,0.748,6.8,1.166,7
814,荒唐,2.8,0.748,6.8,0.4,31
853,啜泣,3,0.632,6.8,0.748,9
861,崇拜,6.4,0.8,6.8,0.748,206
912,爽快,7.4,0.49,6.8,0.748,14
934,窒碍,2.6,0.49,6.8,0.748,9
940,粗野,3,0.894,6.8,0.98,7
973,野蛮,3,0.632,6.8,0.98,18
990,喜上眉稍,7.4,0.49,6.8,0.98,0
992,喜形于色,7.4,0.49,6.8,0.748,4
1030,悲痛,2.6,0.8,6.8,0.98,29
1044,恶劣,2.6,0.8,6.8,1.166,81
1052,恶意,2.8,0.4,6.8,0.748,19
1054,恶梦,3,0.632,6.8,0.748,40
1072,渴求,5,0,6.8,0.98,21
1099,痛苦,2.4,0.49,6.8,0.748,369
1109,绝妙,6.8,0.4,6.8,0.4,4
1139,伤人,3.2,0.748,6.8,1.166,22
1177,慌,3.2,0.748,6.8,0.4,26
1180,损伤,2.8,0.748,6.8,0.4,30
1213,烦愁,2.8,0.4,6.8,0.4,0
1239,诧异,4.2,0.4,6.8,1.166,15
1253,违抗,2.8,0.748,6.8,0.4,6
1261,鼓舞,6.6,0.49,6.8,0.4,64
1314,豪爽,7.2,0.4,6.8,0.98,22
1319,轻蔑,2.6,0.8,6.8,1.47,13
1339,恶心,2.2,0.4,6.8,0.748,48
1359,憎,2.2,1.166,6.8,1.327,0
1383,乐极生悲,2.8,0.4,6.8,0.98,0
1414,冲突,3.4,0.49,6.8,0.4,380
1436,战火,3,0.894,6.8,1.47,84
1457,激励,7.2,0.4,6.8,0.4,95
1474,讽刺,3,0,6.8,0.4,71
1477,踊跃,6.8,0.4,6.8,0.4,132
1496,优胜,7.6,0.49,6.8,0.98,25
1501,吓,3.6,0.49,6.8,0.748,146
1502,压力,2.6,0.49,6.8,0.98,944
1509,击败,6,1.414,6.8,1.166,90
1563,痴迷,3.8,0.98,6.8,1.72,0
1577,严格,3.8,1.6,6.8,1.166,299
1604,欢笑,7.4,1.02,6.8,0.4,33
1605,欢喜,7.4,0.8,6.8,0.4,107
1606,欢愉,6.6,1.497,6.8,0.98,24
1607,欢乐,7.2,0.748,6.8,0.98,141
1609,欢欢喜喜,8,0.632,6.8,1.327,9
1610,颤抖,3.2,0.748,6.8,1.166,32
1636,惊扰,3.4,0.49,6.8,0.4,7
1651,赞赏,7.8,0.748,6.8,1.166,51
2269,激烈,4.4,0.8,6.8,0.98,306
2297,台独,5.6,1.96,6.8,1.47,72
2432,暴动,2.6,0.49,6.8,0.98,12
2449,激进,3.6,0.8,6.8,0.98,37
2453,殴打,2.6,0.49,6.8,0.75,43
2491,暴乱,2.4,0.49,6.8,0.98,5
2552,崩溃,2.8,0.75,6.8,1.17,64
2795,杀人罪,1.8,0.75,6.8,0.98,0
3072,刁难,3,0.837,6.8,0.927,20
3275,漂漂亮亮,7,0.894,6.8,0.748,12
3324,凌虐,1.9,0.583,6.8,2.462,0
3416,无敌,8.1,0.49,6.8,1.435,0
3467,奋进,7.4,0.663,6.8,1.166,0
3535,惶恐,3.3,0.6,6.8,0.4,26
3558,够格,7.4,1.14,6.8,1.304,6
3574,盛大,7.5,1.061,6.8,1.304,50
3575,脱胎换骨,8.2,1.095,6.8,0.837,29
3594,乱七八糟,3.1,0.962,6.8,0.837,30
3646,得宠,7.7,0.447,6.8,1.151,5
3706,鼎鼎大名,7.8,0.837,6.8,1.351,6
3720,哗然,3.1,1.342,6.8,1.304,0
3740,糗爆,2,1.061,6.8,1.304,0
3805,骇人听闻,2.3,0.975,6.8,1.151,13
3836,啰唆,3.2,1.304,6.8,1.643,7
3837,啰嗦,3.2,1.304,6.8,1.643,10
3838,啰啰唆唆,3.2,1.304,6.8,1.643,0
3839,啰啰嗦嗦,3.2,1.304,6.8,1.643,0
3853,风靡,6.1,1.025,6.8,1.095,23
3996,出血,2.4,1.14,6.8,1.483,61
4001,三生有幸,6.4,1.14,6.8,1.304,0
4064,支离破碎,1.6,0.894,6.8,0.837,14
4098,名列前茅,7.4,0.894,6.8,1.095,22
4121,笑容可掬,8.4,0.894,6.8,1.255,6
4184,一枝独秀,7.7,1.095,6.8,1.037,13
4187,小题大做,2.5,0.5,6.8,1.037,0
4202,失准,2.9,0.894,6.8,0.837,10
4273,抢手 ,8.1,0.652,6.8,1.151,14
4296,不妙,3.2,0.671,6.8,1.525,14
4324,正点,7,1,6.8,1.483,7
4343,好听,7.3,1.151,6.8,0.57,88
4408,可怖,3.4,0.49,6.8,0.4,7
4432,无理性,2.6,1.02,6.8,1.166,0
4433,没理性,2.6,1.02,6.8,1.166,0
4488,吓到,3.6,0.49,6.8,0.748,12
4579,心烦,3.3,0.837,6.8,1.304,9
4622,欺凌,1.9,0.742,6.8,1.304,17
4677,冷嘲热讽,2.2,1.304,6.8,1.304,8
4733,上瘾,4.2,0.908,6.8,2.049,23
4980,重打,3.2,1.304,6.8,1.483,0
5058,又气又恼,3.6,0.894,6.8,2.387,0
5075,着急,4.3,0.837,6.8,2.28,70
5117,气昏,2.5,1.118,6.8,1.643,0
5186,动粗,3.3,0.837,6.8,1.304,4
3060,击退,5.5,1.265,6.9,0.663,0
3078,争辩,3.3,0.98,6.9,0.663,33
3105,嚣张,3.3,0.4,6.9,0.917,16
3143,伏击,3.9,1.114,6.9,0.663,0
3262,超凡,7.4,0.86,6.9,1.2,0
3291,梦魇,2.1,0.735,6.9,1.2,33
3294,困难重重,2.1,0.735,6.9,0.49,10
3408,不亦乐乎,7.1,0.663,6.9,0.583,17
3437,自信满满,7.9,0.8,6.9,0.663,0
3442,自告奋勇,6.6,0.374,6.9,1.2,18
3485,引吭高歌,6.4,1.2,6.9,0.735,0
3612,腰酸背痛,3,0.612,6.9,1.517,0
3692,爽玩,7.6,1.14,6.9,1.673,0
3796,颇负盛名,7.3,0.758,6.9,1.245,0
3820,离奇,4.9,1.432,6.9,1.245,10
4042,受创,2.3,1.204,6.9,1.432,4
4169,恍然大悟,7.1,0.894,6.9,0.742,32
4179,洋洋得意,6.4,0.822,6.9,0.894,0
4246,特惠 ,7.5,0.354,6.9,1.294,0
4258,首屈一指 ,8.6,0.652,6.9,1.245,14
4259,值回票价 ,8.2,0.57,6.9,1.636,5
4289,十全十美,8.4,0.822,6.9,1.432,13
4334,全力以赴,7.7,1.255,6.9,1.597,39
4349,成名,7.4,1.084,6.9,1.245,43
4390,刺耳,2.6,1.084,6.9,1.245,16
4412,刺耳声,2.6,1.084,6.9,1.245,0
4461,打退,5.5,1.265,6.9,0.663,0
4621,猛踢,3.9,1.14,6.9,1.597,0
4867,尖叫声,4.7,0.447,6.9,1.517,7
4937,战栗,3.1,1.245,6.9,2.302,5
4952,吓一跳,4.7,0.447,6.9,1.245,16
5187,拳打脚踢,3.2,0.758,6.9,1.245,6
5221,毒手,2.3,0.447,6.9,0.224,12
5267,惊惶失措,3.6,0.822,6.9,1.245,0
5281,下毒,2.4,0.652,6.9,0.224,5
5294,大嚷,4.3,0.447,6.9,1.245,0
45,无礼,2.8,0.98,7,1.095,15
103,赢,7.2,0.98,7,1.265,137
104,赢得,7.4,1.02,7,1.265,197
112,怪胎,2.4,0.8,7,1.414,6
113,放屁,2.6,1.02,7,1.673,4
161,冒犯,3.2,0.748,7,0.894,12
165,辱骂,2.4,1.02,7,1.673,7
195,热爱,7.2,0.4,7,0.632,92
332,用力,5,0,7,0,84
380,死人,2.2,0.748,7,1.414,31
405,自暴自弃,2,0.894,7,2.098,17
447,宏伟,7.2,0.98,7,0.632,40
466,折磨,2.4,0.49,7,1.095,27
472,决定,6,1.095,7,0.894,1710
497,刺伤,2.8,1.166,7,1.265,12
571,欣喜,7,0.632,7,0.632,24
657,拷问,2.8,0.748,7,0,0
704,英雄,7.6,0.8,7,1.414,242
743,恐慌,3,0.632,7,0.894,60
752,悔悟,3.2,0.98,7,0.632,0
757,振奋,7.2,0.748,7,0.632,30
764,气愤,2.4,0.49,7,0.632,49
787,破灭,3,0.632,7,1.095,17
795,笑死,5.4,1.96,7,0.894,10
849,偷窃,2.4,0.8,7,1.414,38
870,强硬,4.8,1.166,7,1.265,50
911,爽心,7.2,0.748,7,0.894,0
981,凯旋,7.2,0.4,7,0,16
998,喜从天降,7.4,0.49,7,1.095,0
1003,喝采,7.4,0.49,7,1.095,15
1009,丧尽,2.8,0.748,7,0.632,0
1033,悲惨,2.2,0.4,7,1.095,48
1093,焦急,3,0.632,7,0.632,33
1115,着迷,5.6,1.497,7,0.632,31
1121,诈骗,2.6,0.8,7,1.095,15
1131,隆重,6.6,1.02,7,0.894,30
1189,极端,4.4,0.8,7,1.095,72
1227,罪恶,2.2,0.748,7,0.632,35
1273,对质,3.8,0.748,7,1.095,6
1279,荣耀,7.6,0.49,7,0.894,45
1303,紧张,3.6,1.02,7,0.632,394
1369,敌对,2.8,0.748,7,0.632,28
1426,铤而走险,3,0.894,7,0.632,8
1435,懊恼,3.2,0.748,7,0.894,29
1438,战斗,3,0.894,7,0.894,62
1462,罹难,1.8,0.748,7,1.414,23
1514,获奖,7.8,0.748,7,1.414,34
1547,镇压,3,1.095,7,0.632,53
1575,严重,3.2,0.98,7,0.632,992
1603,欢欣,7.2,0.748,7,0.632,22
1617,惊,4.8,0.4,7,1.095,51
1622,惊怕,3.6,0.49,7,0.632,0
1648,赞佩,7.8,0.4,7,0.632,0
2045,狂欢,6.6,0.49,7,1.1,39
2429,抢劫,2.4,0.49,7,1.1,29
2634,疯狂,4.4,0.8,7,1.67,115
2774,激战,4,0.89,7,1.26,10
2824,施暴,2.6,0.49,7,0.894,18
2832,逼迫,3,1.265,7,1.095,28
3012,大喜,7.4,0.49,7,0.894,14
3070,愤慨,2.8,1.166,7,0.548,19
3182,冲劲,6.8,0.98,7,0.837,14
3234,情不自禁,6.3,0.748,7,0.632,14
3239,畅快,7.1,1.2,7,1.14,12
3261,渴盼,6.3,1.166,7,0.707,0
3509,腾跃,7,0.632,7,0.707,0
3515,神气活现,7.7,0.4,7,0.632,8
3550,崩塌,2.9,0.894,7,1.173,14
3870,迷上,5.1,1.342,7,1.061,16
3897,难能可贵,7.4,1.14,7,1.173,17
3901,变心,2.3,0.837,7,1.275,4
3903,骤变,3.1,1.14,7,1.414,0
4002,中风,1.4,0.548,7,1.871,47
4093,大错特错,2.3,0.975,7,1.414,6
4163,一无是处,1.9,1.025,7,1,8
4180,活灵活现,7.1,0.742,7,1.225,5
4199,天衣无缝,7.8,1.095,7,1,9
4233,有口皆碑 ,7.7,0.447,7,1,0
4272,超酷 ,7.4,0.652,7,0.707,0
4291,大功告成,8,1,7,1.458,13
4427,诈欺,2.6,0.8,7,1.095,22
4428,欺诈,2.6,0.8,7,1.095,0
4486,严重的,3.2,0.98,7,0.632,0
4504,凌迟,2.5,0.791,7,1.414,6
4537,穷途末路,2.5,1,7,1.173,8
4586,要死,2.5,1.5,7,1.225,0
4675,有仇,2.1,1.14,7,1.581,0
4728,找碴,2.4,1.342,7,1.581,0
4729,找麻烦,2.4,1.342,7,1.581,5
4911,撕破脸,2.8,1.255,7,1.225,0
5066,一气之下,4.1,0.548,7,1.581,0
5080,惊慌失措,3.9,0.548,7,2.345,6
5081,仓皇失措,3.9,0.548,7,2.345,0
5166,凶险,2.5,1.225,7,1.414,0
3062,爆破,4.2,1.47,7.1,1.114,9
3133,爆炸物,4,1.095,7.1,0.663,0
3210,意气风发,6.9,0.917,7.1,1.356,8
3432,乐此不疲,7.1,1.625,7.1,0.583,19
3510,满面春风,7.6,0.583,7.1,0.663,0
3589,绚烂夺目,7.2,1.095,7.1,1.194,0
3590,发疯,3.2,1.095,7.1,1.245,15
3665,开怀,6.5,0.5,7.1,0.742,10
3780,精采,8.5,0.707,7.1,1.597,101
3800,数一数二,7.1,1.245,7.1,1.084,13
3865,蝉联,7.8,1.304,7.1,0.894,21
3921,臭死,1.6,0.652,7.1,1.342,0
4033,百发百中,7.6,1.194,7.1,1.517,0
4151,香喷喷,7.2,0.837,7.1,0.894,21
4212,风情万种,7.5,0.866,7.1,1.14,4
4218,大手笔 ,6.1,0.894,7.1,0.742,13
4244,超值 ,8.2,0.57,7.1,0.822,5
4559,惴惴不安,3.1,0.742,7.1,0.894,0
4613,强词夺理,3,0.707,7.1,1.14,0
4619,炮击,2.4,1.14,7.1,1.517,0
4710,乱哄哄,3.9,0.742,7.1,1.517,0
5113,忿怒,2.3,0.671,7.1,1.949,15
5152,狗男女,1.5,0.5,7.1,1.949,0
5226,气冲冲,3.5,0.5,7.1,1.14,8
5266,痛打,3.4,0.418,7.1,1.432,0
1,不可思议,5.4,1.02,7.2,1.327,80
19,不爽,2.8,1.166,7.2,0.4,0
37,耶,7.2,1.166,7.2,1.166,229
62,失败,2.2,1.166,7.2,1.166,323
108,白目,2.2,0.748,7.2,1.166,0
121,贱,2.2,0.98,7.2,1.166,32
131,仇人,2.2,0.4,7.2,0.98,10
183,驳斥,2.8,0.748,7.2,0.4,11
210,谴责,3,0.632,7.2,0.4,47
250,凶,2.8,1.166,7.2,0.98,18
276,心痛,2.6,1.02,7.2,0.98,29
284,火热,6.4,1.2,7.2,1.166,14
294,可耻,2.4,1.02,7.2,0.98,14
297,可恶,2.4,0.8,7.2,1.166,44
300,可憎,2.4,0.8,7.2,1.166,4
342,凶,3.4,0.8,7.2,0.748,58
384,死刑,2.4,1.02,7.2,1.327,37
390,污秽,2.4,1.2,7.2,0.98,15
392,百感交集,3.4,1.02,7.2,0.98,6
465,抗争,3.4,1.2,7.2,0.748,101
